#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
4445,37,الفرزدق,قصيدة رقم 458، الطَّويل، لُهْ,أتَحسِبُ قَلبي خارجًا مِنْ حِجابِهِ، إذا دُفُّ عَبّادٍ أَرنّتْ جَلاجِلُهْ,تشبيه,تشبيه
4446,1,وضاح اليمن,قصيدة رقم 8، طويل، دْ,أَعِنِّي عَلى بَيْضَاءَ تَنْكَلُّ عَنْ بَرَدْ وَتَمْشِي عَلى هَوْنٍكَمِشْيَةِ ذِي الحَرَدْ,تشبيه,تشبيه
4447,10,الفرزدق,قصيدة رقم 479، البسيط، مِ,مثْلُ ابنِ مَرْوَانَ وَالآجالُ لاقِيَةٌ بحَتْفِهَا كُلَّ مَنْ يَمْشِي على قدَمِ,تشبيه,تشبيه
4448,3,الفرزدق,قصيدة رقم 19، المتقارب، بِ.,لَعَمْرُكَ مَا لِلْفَاخِرِينَ عَشِيرَةٌ تُفَاخِرُني، ولا لَهُمْمِثْلُ غالِبِ,تشبيه,تشبيه
4449,61,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,دَفَعوا إِلَيَّ كِتابَهُنَّ وَصِيَّةً فَوَرِثْتُهُنَّكَأَنَّهُنَّ الجَنْدَلُ,تشبيه,تشبيه
4450,65,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,إِنَّ اسْتِراقَكَ يا جَريرُ قَصائِديمِثْلُ ادِّعاءِ سوى أَبيكَ تَنَقُّلُ,تشبيه,تشبيه
4451,69,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,ولَئِنْ رَغِبْتَ سِوى أَبيكَ لَتَرْجِعَنْ عَبْدًا إِلَيْهِكَأَنَّ أَنْفَكَ دُمَّلُ,تشبيه,تشبيه
4452,87,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,وتَرَكْتُ أُمَّكَ يا جَريرُكأَنَّها لِلنَّاسِ بارِكَة طَريقٌ مُعْمَلُ,تشبيه,تشبيه
4453,88,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,وكَأَنَّما كَمَرُ الغُواةِ عَلَى اسْتِها أَوْرادُ ما سَقَتِ النِّباجُ فَثَيْتَلُ,تشبيه,تشبيه
4454,94,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,وكَأَنَّ خاثِرَهُ إِذا ارتَثَؤُوا بِهِ عَسَلٌ لَهُمْ حُلِبَتْ عَلَيْهِ الإِيَّلُ,تشبيه,تشبيه
4455,93,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,حَتَّى إِذا خَثَُرَ الإِناءُكَأَنَّما فيهِ القَريسُ مِنَ المَنِيِّ الأَشْكَلُ,تشبيه,تشبيه
4456,8,جرير بن عطيّة,قصيدة رقم 245، منتهى الطلب، وافر، را,كأنَّ مُجاشِعًا نَخَباتُ نِيبٍ هَبَطْنَ الهَرْمَ أسْفَلَ مِنْ سَرارا,تشبيه,تشبيه
4457,18,عبد الله بن عمر العرجي,قصيدة رقم (18)، المتقارب، حُ.,كأنّ حُمُولَهُمُ إذْ غَدَوْا نَخِيلٌ عَلَى نُهُرٍ دُلَّحُ,تشبيه,تشبيه
4458,18,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,هَزيمٌكأَنَّ البُلْقَ مَجْنوبةً به يُحامينَ أَمهارًا فهن ضَوارِحُ,تشبيه,تشبيه
4459,27,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,أَحْلامُنا تَزِنُ الجِبالَ رَزانَةًوتَخالُنا جِنًّا إِذا ما نَجْهَلُ,تشبيه,تشبيه
4460,31,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,فَلَئِنْ فَخَرْتُ بِهِمْلَمِثْلُ قَديمِهِم أَعْلو الحُزونَ بِهِ ولا أَتَسَهَّلُ,تشبيه,تشبيه
4461,45,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,خالي الَّذي غَصَبَ المُلوكَ نُفوسَهُمْ وإَلَيْهِ كانَ حِباءُ جَفْنَةَ يُنْقَلُ,تشبيه,تشبيه
4462,44,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,يابْنَ المَراغَةِ أَيْنَ خالُكَ إِنَّنِيخالي حُبَيْشٌ ذو الفَعالِ الأَفْضَلُ,تشبيه,تشبيه
4463,46,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,ولَئِنْ خَدَعْتَ بِبَظْرِ أُمِّكَ أَنْفها لِتَنالَمِثْلَ قَديمِهِمْ لا تَفْعَلُ,تشبيه,تشبيه
4464,34,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,كأَنَّه لَظًى تَلفَحُ الحِرباءَ حتى أَخو جَرِماتٍ بَزَّ ثَوبَيْهِ شابِحُ,تشبيه,تشبيه
4465,1,الكميت بن زيد الأسدي,قصيدة رقم 400، طويل، عْ,أَراها وإِنْ كَانَتْ تُحَبُّكَأنَّها سَحابَةُ صَيْفٍ عَنْ قَلِيلٍ تَقَشَّعُ,تشبيه,تشبيه
4466,27,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,مَحانيقُ يَنفُضْنَ الخِدامَكأَنَّها نَعامٌ ، وحاديهنَّ بالخَرْقِ صادِحُ,تشبيه,تشبيه
4467,4,عمر بن لجأ التّيميّ,قصيدة رقم 7، الطويل،سُ,كأن ديارَ الحيِّ من بعدِ أهلِها كتابٌ بنِقْسٍ زيَّنتُهُ القَراطِسُ,تشبيه,تشبيه
4468,58,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,ولَقَدْ وَرِثْتُ لِآلِ أَوْسٍ مَنْطِقًاكالسَّمِّ خالَطَ جانِبَيْهِ الحَنْظَلُ,تشبيه,تشبيه
4469,59,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 39، الكامل، لُ,والحارِثِيُّ أَخو الحِماسِ وَرِثْتُهُ صَدعًاكَما صَدعَ الصّفاة المِعْوَلُ,تشبيه,تشبيه
4470,58,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,يُعاوِرْنَ حَدَّ الشَّمسِ خُزْرًاكأَنَّها قِلاتُ الصَّفا عادَتْ عليها المَقادِحُ,تشبيه,تشبيه
4471,51,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,عَناقَ فأَعلى واحفَيْنِكأَنَّهُ من البَغْيِ للأَشْباحِ سِلْمٌ مُصالِحُ,تشبيه,تشبيه
4472,47,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,إذا انشقَّتِ الظَّلماءُ أَضحَتْكأَنَّها وَأًى مُنْطَوٍ باقي الثَّميلةِ قارِحُ,تشبيه,تشبيه
4473,41,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,وسَيْري وأَعراءُ المِتانِكأَنَّها إضاءٌ أَحسَّتْ نَفْحَ ريحٍ ضَحاضِحُ,تشبيه,تشبيه
4474,43,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,مَحانيقَ تُضْحي وَهْيَ عُوجٌكأَنَّها بجَوْزِ الفَلا مُستأْجَراتٌ نَوائِحُ,تشبيه,تشبيه
4475,42,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,على حِمْيَرِيّاتٍكأَنَّ عُيونها ذِمامُ الرَّكايا أَنكزَتْها المَواتِحُ,تشبيه,تشبيه
4476,12,الحارث بن جحدر,قصيدة رقم 461، منتهى الطلب، طويل، قُهْ,فأقلَعَ عَنْمِثْلِ الرِّحالِ تَرَى بِهِ خَناظِيلَ أهْمالٍ تَجُولُ حَزائِقُهْ,تشبيه,تشبيه
4477,71,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,يُنَصِّبْنَ جَوْنًا من عَبيطٍكأَنَّهُ حَريقٌ جَرَتْ فيه الرِّياحُ النَّوافِحُ,تشبيه,تشبيه
4478,17,الحارث بن جحدر,قصيدة رقم 461، منتهى الطلب، طويل، قُهْ,ذَعَرْتُ بِمُقْوَرِّ اللِّياطِ مُصَنَّعٍ مُمَرٍّكَصَدْرِ الرُّمْحِ عادٍ نَواهِقُهْ,تشبيه,تشبيه
4479,15,الحارث بن جحدر,قصيدة رقم 461، منتهى الطلب، طويل، قُهْ,مُجَلْجَلَةِ الأصْواتِ أُدْمٍكأنَّها مَكاكِيكُ كِسْرَى شُوِّفَتْ وأبارِقُهْ,تشبيه,تشبيه
4480,63,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,فجاءَتْكذَوْدِ الخارِبَيْنِ يَشُلُّها مِصَكٌّ تَهاداهُ صَحارٍ صَرادِحُ,تشبيه,تشبيه
4481,62,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,كما صَعْصَعَ البازي القَطا أو تكشَّفَتْ عن المُقْرِمِ الغَيْرانِ عِيطٌ لواقِحُ,تشبيه,تشبيه
4482,60,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,حَداهُنَّ شَحّاجٌكأَنَّ سَحيلَهُ على حافَتَيْهِنَّ ارتجازٌ مُفاضحُ,تشبيه,تشبيه
4483,65,ذو الرمة,قصيدة رقم 27، الطويل، حُ.,له نَبْعَةٌ عَطْوىكأَنَّ رنينَها بأَلوى تَعاطَتْهُ الأَكُفُّ المَواسِحُ,تشبيه,تشبيه
4484,5,جرير بن عطيّة,قصيدة رقم 222، جرير، الطَّويل، رَا,تَشُجُّ بها أَجواز كل تَنُوفةكأَن المطايا يَتَّقِينَ بنا جَمْرا,تشبيه,تشبيه
4485,6,أبو النجم العجلي,قصيدة رقم 68، رجز، امِ,وَالمَرْءُكَالْحَالمِ فِي المَنَامِ,تشبيه,تشبيه
4486,21,الأخطل,القصيدة رقم 43، مُ، الكامل,وَكَأَنَّما يَجري عَلى مِدراتِهِ مِمّا طَحَلَّبَ لُؤلُؤٌ مَنظُومُ,تشبيه,تشبيه
4487,20,الأخطل,القصيدة رقم 43، مُ، الكامل,صَرِدُ الأَديمِكَأَنَّهُ ذو شَجَّةٍ بَرَدَت عَلَيهِ مِنَ المَضيضِ كُلُومُ,تشبيه,تشبيه
4488,24,الأخطل,القصيدة رقم 43، مُ، الكامل,فَاِنصاعَكَالمِصباحِ يَطفو مَرَّةً وَيَلوحُ وَهوَ مُثابِرٌ مَدهُومُ,تشبيه,تشبيه
4489,39,الأخطل,القصيدة رقم 43، مُ، الكامل,وَيَقَعنَ في خَلَقِ الإِزاءِكَأَنَّهُ نُؤيٌ تَقادَمَ عَهدُهُ مَهدُومُ,تشبيه,تشبيه
4490,6,عبد الله بن عمر العرجي,قصيدة رقم (47)، البسيط، سُ.,مَا أَطْعَمُ النَّوْمَ حَتَّى الصُّبْحِ أَكْلَؤُهُكَمَا تَكَالَا حِذَارَ العَوْرَةِ الحَرَسُ,تشبيه,تشبيه
4491,4,عبد الله بن عمر العرجي,قصيدة رقم (47)، البسيط، سُ.,كَأَنَّنِي حَارِمٌ بِالتَّبْلِ مُرْتَهَنٌ سَاهِي الفُؤادِ عَلَيْهِ الأَمْرُ مُلْتَبسُ,تشبيه,تشبيه
4492,9,عبد الله بن عمر العرجي,قصيدة رقم (47)، البسيط، سُ.,ترجُو الوُشَاةُ بأَنِّي فيكِ أَرْهَبُهُمْ وكُنْتُأَحْسِبُهُمْ مِنْ ذَاكَ قَدْ يَئِسُوا,تشبيه,تشبيه
4493,30,الأخطل,القصيدة رقم 43، مُ، الكامل,وَفَلاةِ يَعفورٍ يَحارُ بِها القَطاوَكَأَنَّما الهادي بِها مَأمُومُ,تشبيه,تشبيه
4494,10,كثيّر بن عبد الرحمن الخزاعي,قصيدة رقم 199، منتهى الطلب، طويل، تِ,كأنِّي أُنادِي صَخرَةً حينَ أعْرَضَتْ مِنَ الصُّمِّ لَو تَمْشِي بها العُصْمُ زلّتِ,تشبيه,تشبيه
4495,38,الأخطل,القصيدة رقم 43، مُ، الكامل,وَكَأَنَّ صَوتَ حَمامِهِ في قَعرِهِ عِندَ الأَصيلِ إِذا اِرتَجَسنَ خُصُومُ,تشبيه,تشبيه
4496,18,الأخطل,القصيدة رقم 43، مُ، الكامل,غولُ النَجاءِكَأَنَّها مُتَوَجِّسٌ بِاللُبنَتَينِ مُوَلَّعٌ مَوشُومُ,تشبيه,تشبيه
4497,38,كثيّر بن عبد الرحمن الخزاعي,قصيدة رقم 199، منتهى الطلب، طويل، تِ,كأنِّي وإيّاها سَحابَةُ مُمْحِلٍ رجاها فَلَمَّا جاوَزَتْهُ استَهَلَّتِ,تشبيه,تشبيه
4498,33,كثيّر بن عبد الرحمن الخزاعي,قصيدة رقم 199، منتهى الطلب، طويل، تِ,وما مَرَّ مِنْ يَومٍ عَلَيَّكَيَومِها وإنْ عَظُمَتْ أيّامُ أُخرى وجَلَّتِ,تشبيه,تشبيه
4499,3,الفرزدق,قصيدة رقم 248، البسيط، رَا,هلّا صَبَرْتَ، أُمَيَّ، النفسَ إذْ جبُنتْ فتُبليَ اللهَ عُذْرًامِثْلَ مَنْ صَبَرَا,تشبيه,تشبيه
4500,12,الأخطل,القصيدة رقم 43، مُ، الكامل,مِن عاتِقٍ حَدِبَت عَلَيهِ دِنانُهُفَكَأَنَّها جَربى بِهِنَّ عَصِيمُ,تشبيه,تشبيه
4501,16,الأخطل,القصيدة رقم 43، مُ، الكامل,وَكَأَنَّ شارِبَها أَصابَ لِسانَهُ مِن داءِ خَيبَرَ أَو تِهامَةَ مُومُ,تشبيه,تشبيه
4502,31,كثيّر بن عبد الرحمن الخزاعي,قصيدة رقم 199، منتهى الطلب، طويل، تِ,فأصْبَحْتُ قَد أبْلَلْتُ مِن دَنَفٍ بِهاكما أُدْنفتْ هَيماءُ ثُمَّ اسْتَبلَّتِ,تشبيه,تشبيه
4503,30,كثيّر بن عبد الرحمن الخزاعي,قصيدة رقم 199، منتهى الطلب، طويل، تِ,فلايَحسَبِ الواشُونَ أنَّ صابَتِي بِعَزَّةَ كانَتْ غَمْرَةً فَتَجَلَّتِ,تشبيه,تشبيه
4504,13,عمر بن أبي ربيعة,قصيدة رقم 221، منتهى الطلب، طويل، عا,فأقبلتُ أهْوِيمِثْلَ ما قالَ صاحِبِي لَمِوعِدِهِ أُزْجِي قَعُودًا مُوقَّعا,تشبيه,تشبيه
4505,2,يزيد بن مفرغ الحميري,قصيدة رقم 21، وافر، ادِ,تَلَقَّاهُ بِوَجْهٍ مُكْفَهِرٍّكأَنَّ عليهِ أَرزاقَ العِبادِ,تشبيه,تشبيه
4506,21,عمر بن أبي ربيعة,قصيدة رقم 221، منتهى الطلب، طويل، عا,وقُلْنَ كَرِيمٌ نالَ وصْلَكَرائِمٍ فَحُقَّ بِنا في اليَوْمِ أنْ نَتَمتَّعا,تشبيه,تشبيه
4507,1,الكميت بن زيد الأسدي,قصيدة رقم 404، طويل، فُ,كُمَيْتٌ يَزِلُّ اللِّبْدُ عَنْ دَأَياتِهاكَما زَلَّ عنْ رَأسِ الشَّجِيْجِ المَحارِفُ,تشبيه,تشبيه
4508,8,الأخطل,قصيدة رقم 284، لِ، رجز,وعَينُهُمِثلُ الشِّهابِ، المُشْعَلِ,تشبيه,تشبيه
4509,7,الأخطل,قصيدة رقم 284، لِ، رجز,أنيابُهُ، في فِيهِ،مِثلُ الأنصُلِ,تشبيه,تشبيه
4510,7,عمر بن أبي ربيعة,قصيدة رقم 135، الكامل، رُ,غرّاءُ واضحةُ الجبينِكأنّها قمرٌ بدا للنّاظرينَ مُنيرُ,تشبيه,تشبيه
4511,1,عمر بن أبي ربيعة,قصيدة رقم 135، الكامل، رُ,لِمَنِ الدّياركأنَّهنّ سطورُ تُسدي معالمُها الصّبا وتنيرُ,تشبيه,تشبيه
4512,8,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,كأَن رَبابَهُ الضُّلَّال فيه نَعام جافِل لاقى نعاما,تشبيه,تشبيه
4513,29,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,أَوْ حَامِلٍكَحُصَيْنٍ حِينَ يَحْمِلُهُ نَهْدُ المَرَاكِلِ يَحْمِي عَوْرَةَ الجَارِ,تشبيه,تشبيه
4514,28,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,أَوْمِثْل آلِ زُهَيْرٍ وَالقَنَا قِصَدٌ وَالخَيْلُ فِي رَهَـجٍ مِنْهَا وإِعْصَارِ,تشبيه,تشبيه
4515,26,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,جِئْنِيبِمِثْلِ بَنِي بَدْرٍ لِقَوْمِهِمِ أَوْ مِثْلِ أُسْرَةِ مَنْظُورِ بْنِ سَيَّارِ,تشبيه,تشبيه
4516,7,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,كأَن وَميضَهُ أَقْرَابُ بُلْقٍ تُحاذِرُ خَلْفَها خيلا صِيَاما,تشبيه,تشبيه
4517,6,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,يَزِيف ويستطير البرق فيهكما حَرَّقْتَ في الأَجم الضِّراما,تشبيه,تشبيه
4518,4,جرير بن عطيّة,قصيدة رقم 273، جرير، الوافر، مَا,مَحَتْها الريحُ والأَمطار حتىحسبت رسومها في الأَرض شاما,تشبيه,تشبيه
4519,5,عمر بن أبي ربيعة,قصيدة رقم 134، البسيط، رِ,كمْ قدْ ذَكَرْتُكِ لوْ أُجْزى تذكُّرَكُمْ ياأشبَهَ النّاسِ كُلّ النّاسِ بالقَمَرِ,تشبيه,تشبيه
4520,17,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,مِنْ كُلِّ مُنْتَفِخٍكَأنَّ تَلِيلَهُ جِذْعٌ بَرَاهُ جَائِزًا خَشَّابُهُ,تشبيه,تشبيه
4521,16,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,يَكْتَنُّ مِنْ وَهَجِ السُّمُومِكَأنَّمَا جُدُدُ الْمَلَاءِ مِنَ الْبَيَاضِ ثِيَابُهُ,تشبيه,تشبيه
4522,6,عمر بن أبي ربيعة,قصيدة رقم 134، البسيط، رِ,إنّي لأجذلُ إنْ أمْشي مقابلَهُ حُبًّا لرؤيَةِ مَنْأشبَهْتِ في الصُّوَرِ,تشبيه,تشبيه
4523,13,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,عَزَمُوا الفِرَاقَ وَقَرَّبُوا لِرَحِيلِهِمْكَالْهَضْبِ فِي يَوْمٍ يَظَلُّ سَرَابُهُ,تشبيه,تشبيه
4524,14,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,يَجْرِي عَلَى جُدْبِ الْمِتَانِكَأنَّهُ مَاءٌ أغَاثَ بِهِ الْبِلَادَ سَحَابُهُ,تشبيه,تشبيه
4525,8,جرير بن عطيّة,قصيدة رقم 246، منتهى الطلب، كامل، امِ,لو كانَ عَهْدُكِكالذي حدَّثْتِنا لَوَصَلْتِ ذاكَ فكانَ غَيْرَ رِمامِ,تشبيه,تشبيه
4526,11,جرير بن عطيّة,قصيدة رقم 253، منتهى الطلب، طويل، رِ,مَعازِيلُ أكْفالٌكأنَّ خُصاكُمُ قَنادِيلُ قَسِّ الحِيرَةِ المُتَنَصِّرِ,تشبيه,تشبيه
4527,7,جرير بن عطيّة,قصيدة رقم 246، منتهى الطلب، كامل، امِ,تُجرِي السّواكَ على أغَرَّكأنَّهُ بَرَدٌ تحدَّرَ مِن مُتونِ غَمامِ,تشبيه,تشبيه
4528,20,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,عَنْمِثْلِ زَافِرَةِ الرِّتَاجِ أجَافَهُ مِنْ بَعْدِ أوَّلِ فَتْحِهِ بَوَّابُهُ,تشبيه,تشبيه
4529,27,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,فِي زَاهِرٍمِثْلِ النُّجُومِ أَمَالَهُ ظَلَمٌ فَتَمَّ وَلَمْ يَهِجْ إعْشَابُهُ,تشبيه,تشبيه
4530,29,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,مِسْكًا وَجَادِيَّ الْعَبِيرِ فَأَشْرَقَا حَتَّىكَأنَّ دَمًا يُقَالُ أصَابَهُ,تشبيه,تشبيه
4531,43,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,شَبَّهْتُ أَرْآدَ لَحْيَيْهَا إِذَا سَكِرَتْ خُصْيَيْ حِمَارٍ مُدَلٍّ عِنْدَ بَيطارِ,تشبيه,تشبيه
4532,42,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,كَأَنَّمَا افْتَنَّ مِنْ أَفْوَاهِ عُرْيَتِهَا ظِلَّا غُرَابَيْنِ مَقْرُونَيْنِ فِي غَارِ,تشبيه,تشبيه
4533,12,جرير بن عطيّة,قصيدة رقم 23، جرير، الرّجز، جَا,يَرْدِينَ بالثغر على طول الوجاتحسبهم حين تراهم لججا,تشبيه,تشبيه
4534,32,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,أَوْ آلِ شَمْخٍ فلا تَأْتِيبِمِثْلِهم لِلْمُعْتَفِينَ ولا طُلَّابِ أَوْتَارِ,تشبيه,تشبيه
4535,30,نقائض جرير والأخطل,قصيدة رقم 45، جرير، بسيط، ارِ,أوْ هَاشِمٌ يومَ قادَ الخيلَ معلمَةً فِي جَحْفَلٍكَسَوادِ الليلِ جرَّارِ,تشبيه,تشبيه
4536,15,جرير بن عطيّة,قصيدة رقم 23، جرير، الرّجز، جَا,ثم استبحنا الملك المتوجا كنا لأَعداء تميمكالشجا,تشبيه,تشبيه
4537,4,الفرزدق,قصيدة رقم 131، الطويل، دِ,إذاً فَأصَابَتْكُمْ مِنَ الله جَزّةٌ،كَما جَزّ أعلى سُنبُلٍ كَفُّ حَاصِدِ,تشبيه,تشبيه
4538,7,كُثير عزة,قصيدة رقم 54، الطويل، تِ,إذا ما لوى صِنْعٌ بهِ عرَبيّةًكلَوْنِ الدّهان وَرْدَةً لم تَكمّتِ,تشبيه,تشبيه
4539,6,كُثير عزة,قصيدة رقم 54، الطويل، تِ,كأنَّ ابن لَيْلى حينَ يبدو فتنْجلي سجوفُ الخِباء عن مَهيبٍ مُشمَّتِ,تشبيه,تشبيه
4540,31,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,وَكَأنَّ أَحْوَرَ مِنْ ظِبَاءِ تَبَالَةٍ يَقْرُو الْخَمَائِلَ حِينَ تَمَّ شَبَابُهُ,تشبيه,تشبيه
4541,21,عبد الله بن عمر العرجي,قصيدة رقم (53)، المتقارب، عَ.,كما تَتَراءَى خِلَالَ السَّحَا بِ شَمْسُ النَّهَارِ تَرُومُ اطِّلَاعَا,تشبيه,تشبيه
4542,39,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,فَتَبِعْتُهُنَّ لِنِيَّةٍ شَحَطَتْ بِهِمْكَالنَّخْلِ حَانَ لِمُجْتَنٍ أَرْطَابُهُ,تشبيه,تشبيه
4543,35,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,كَغَرِيضِ مَوْهِبَةٍ، أطَافَ بِمَائِهَا طَوْدٌ تَمَنَّعَ أنْ تُنَالَ لِصَابُهُ,تشبيه,تشبيه
4544,37,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,فَعَلَوْنَ أَوْطِئَةَ الْخُدُورِكَمَا عَلَتْ رُقْبُ الْمَهَا كُثُبًا تَحِفُّ هِضَابُهُ,تشبيه,تشبيه
4545,44,عبد الله بن عمر العرجي,قصيدة رقم (6)، الكامل، بُ.,نَزَلُواكَمَا نَزَلَ الْحَجِيجُ بِأَبْطَحٍ ضَمَّتْهُمُ عِنْدَ الْجِمَارِ حِصَابُهُ,تشبيه,تشبيه
4546,16,عبد الله بن عمر العرجي,قصيدة رقم (53)، المتقارب، عَ.,فأقْبَلْتُ أَمْشيكمَشْيِ الفَنِيقِ رَأَتْهُ المَخَاضُ فطارَتْ شَعَاعَا,تشبيه,تشبيه
4547,19,عبد الله بن عمر العرجي,قصيدة رقم (53)، المتقارب، عَ.,عَقَائِلُكَالمُزْنِ فيها البُرُو قُ يُعْشِي العُيُونَ سَنَاهَا الْتِمَاعَا,تشبيه,تشبيه
4548,2,الفرزدق,قصيدة رقم 415، الطَّويل، لُهْ,أَغَرُّكَضَوءِ البَدرِ يُعمِلُ رُمحَهُ، إِذا هُزَّ في الحَربِ العَوانِ عَواسِلُه,تشبيه,تشبيه
4549,1,الفرزدق,قصيدة رقم 415، الطَّويل، لُهْ,نَظَرنا اِبنُ مَنظورٍ فَجاءَكَأَنَّهُ حُسامٌ جَلا الأَصداءَ عَنهُ صَياقِلُه,تشبيه,تشبيه
4550,16,الفرزدق,قصيدة رقم 184، الطويل، رِ,أقُولُ لِمَحْبُوكِ السَّرَاةِ،كَأنّهُ منَ الخَيْلِ مَجنونُ الإطاقةِ والحُضرِ,تشبيه,تشبيه
4551,19,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,وَثَغْرٌ عَلَيْهِ الظَّلْمُ يَجْرِيكَأَنَّهُ إذا ابْتَسَمَتْ مِنْ كَثْرَةِ المَاءِ يَنْطِفُ,تشبيه,تشبيه
4552,18,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,وَوَجْهٌكَمِثْلِ البَدْرِ إذْ تَمَّ فاسْتَوَى إذا ما بَدَا في ظُلْمَةِ اللَّيْلِ يَسْدِفُ,تشبيه,تشبيه
4553,13,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,كَعَابٌ إذا قامَتْ قليلًا تأوّدَتْكَمَشْيِ الحَسِيرِ مُكْرَهًا وهو مُزْحَفُ,تشبيه,تشبيه
4554,15,عبد الله بن عمر العرجي,قصيدة رقم (56)، الطّويل، فُ.,كَغُصْنِ الغَضَا فوق النّقَا نَفَحَتْ له جَنُوبٌ تُكَفِّي فَرْعَهُ وَهْوَ مُشْرِفُ,تشبيه,تشبيه
4555,2,أبو الأسود الدؤلي,قصيدة رقم 29 (السكري)، وافر، ما,يكلِّمُني ويخلِجُ حاجبَيْهِلأحسبَ عنده علمًا قديما,تشبيه,تشبيه
4556,19,الفرزدق,قصيدة رقم 165، الطويل، رَا,عَلى ظَهرِ عَادِيٍّكَأنّ مُتُونَهُ ظُهُورُ لأىً تُضْحي قَياقيُّهُ حْمْرَا,تشبيه,تشبيه
4557,18,الفرزدق,قصيدة رقم 165، الطويل، رَا,تَعادَينَ عَنْ صُهْبِ الحَصَىوكأنّما طَحَنّ بهِ من كلّ رَضرَاضَةٍ جَمرَا,تشبيه,تشبيه
4558,15,الفرزدق,قصيدة رقم 165، الطويل، رَا,تَرَاهَا إذَا صَامَ النّهَارُكَأنّمَا تُسامي فَنيقاً أوْ تُخالِسُهُ خَطْرَا,تشبيه,تشبيه
4559,2,كُثير عزة,قصيدة رقم 128، المتقارب، دُ,كأنَّ على كبدي قُرْحةً حذارًا من البينِ ما تَبْرُدُ,تشبيه,تشبيه
4560,12,زياد بن زيد,قصيدة رقم 435، منتهى الطلب، طويل، با,جُنُوحًاكأسْرابِ القَطا راحَ مَقْصَرًا رَوايا فراخٍ بالفَلاةِ فأطْنَبا,تشبيه,تشبيه
