#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
404,94,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,و استشعرتْ أجبالُها لك هيبة ً حتّىحَسِبنَا أنّها ستَزُولُ,تشبيه,تشبيه
405,91,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,لبسنا بهِ أيّامَ دهرٍكأنّها بها وسنٌ أو مالَ ميلًا بها السّكرُ,تشبيه,تشبيه
406,90,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,فكيفَ مواليهِ الّذينَكأنّهمْ سماءٌ على العافينَ أمطارُها التّبرُ,تشبيه,تشبيه
407,18,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,وتحسبُ أطرافَ آذانها يراعًا بُرينَ لها بالمُدى,تشبيه,تشبيه
408,15,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,كأنّ قَطًا فوق أكفالها إذا ما سَرَينَ يثرنَ القَطا,تشبيه,تشبيه
409,2,ابن اللبانة الداني,قصيدة رقم 35، كامل، رُ,فكأنها بغداد أنت رشيدُها ووزيرُها - وله السلامة - جعفرُ,تشبيه,تشبيه
410,72,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,كأنّي به قد سارَ في النّاسِ سيرة ً تودُّ لها بغدادُ لو أنّها مصرُ,تشبيه,تشبيه
411,76,ابن هانئ الأندلسيّ,قصيدة رقم (21)، الرّمل، دْ.,ولقد جِئتُمْكما قد شِئْتُمُ ليس في فخركُمُ من مُستَزادْ,تشبيه,تشبيه
412,85,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,فحسبكمُ يا أهلَ مصرٍ بعدلهِ دليلًا على العدل الّذي عنه تفترُّوا,تشبيه,تشبيه
413,82,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,وبيَّنتَها بالكتبِ من كلِّ مدرجٍكأنَّ جميعَ الخيرِ في طيِّهِ سطرُ,تشبيه,تشبيه
414,81,ابن هانئ الأندلسيّ,قصيدة رقم (32)، الطّويل، رُ.,وصاةًكما أوصى بها الله رُسْلَهُ وليس بإذنٍ أنت مسمعُها وقرُ,تشبيه,تشبيه
415,101,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,وكأنّ دَولَتَكَ المنيرة َ فيهم ذَهَبٌ على أيّامِهِمْ مَحلولُ,تشبيه,تشبيه
416,80,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,كأنّ الهُدى لم يكن كائنًا إلى أنْ دُعيتَ مُعِزَّ الهُدى,تشبيه,تشبيه
417,18,ابن اللبانة الداني,قصيدة رقم 70، كامل، ل,وكأن سطوته معاينة الردى وغرار صارمه القضاء النازل,تشبيه,تشبيه
418,15,ابن اللبانة الداني,قصيدة رقم 70، كامل، ل,وكأنّ نشر زمانه مع بشره بكر لأيام الصبا وأصائل,تشبيه,تشبيه
419,14,ابن اللبانة الداني,قصيدة رقم 70، كامل، ل,وكأنما نور الربيع ونوره في الحسن أخلاق له وشمائل,تشبيه,تشبيه
420,10,ابن اللبانة الداني,قصيدة رقم 70، كامل، ل,وكأنما هي في السماحة طيّئُوكأنما هو في السماحة وابل,تشبيه,تشبيه
421,38,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,كما استجفل الرّملَ من عالجٍ فجاء الخبَارَ وجاءَ الَّنقا,تشبيه,تشبيه
422,77,ابن هانئ الأندلسيّ,قصيدة رقم (85)، المتقارب، ا.,إذا ما طَوَيتَ على عَزْمَةٍفحسبكَ أن لا تحلّ الحُبى,تشبيه,تشبيه
423,1,ابن هانئ الأندلسيّ,قصيدة رقم (53)، الرّجز، قِ.,وشامخُ العرنينِ جاثليقٍ مروَّعٍبمثلنا مطروقِ,تشبيه,تشبيه
424,1,ابن اللبانة الداني,قصيدة رقم 61، بسيط، قا,أهديتْ لي من بناتِ الكرم فاكهةًكأن طيبَ اللمى من طيبها أشرقا,تشبيه,تشبيه
425,8,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,ما يستقِرُّ لهُمْ رأسٌ على جَسَدٍكأنَّ أجسامهمْ يلعبنَ بالقُلَلِ,تشبيه,تشبيه
426,5,ابن هانئ الأندلسيّ,قصيدة رقم (63)، البسيط، لِ.,أمّا العَدُوُّ فلا تَحْفَلْ بمَهلكِهِ فإنّما هوكالمحصورِ في الطِّوَلِ,تشبيه,تشبيه
427,94,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,فلا تُرهِقُوني بالمزيدِفحسبكموحسبي لديكمْ ما ترونَ منَ الوفرِ,تشبيه,تشبيه
428,93,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,كفَّاني ما ألبستموني منَ العلاوحسبي ما خوَّلتموني منَ الوفرِ,تشبيه,تشبيه
429,1,ابن اللبانة الداني,قصيدة رقم 48، طويل، عا,قدمتَ ربيعًا والربيعُكأنما تأخّر وترًا إذ تقدمته شَفْعًا,تشبيه,تشبيه
430,95,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,أسَرَّكُمُ أنّي نهضْتُ بلا قُوًىكما سرّكمُ أنّي اعتذرتُ بلا عُذْرِ,تشبيه,تشبيه
431,24,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,خابتْ أُميّة ُ منه في الّذي طلبَتْكما يخيبُ برأسِ الأقرعِ المُشُطُ,تشبيه,تشبيه
432,16,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,إمامُ عدلٍ وفى في كلِّ ناحية ٍكما قضَوْا في الإمامِ العدلِ واشترطوا,تشبيه,تشبيه
433,83,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,وما كانتِ الأيامُ تأتيبمثلكمْ قديمًا ولكن كنتُمُ بَيْضَة َ العُقرِ,تشبيه,تشبيه
434,52,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,ومثلك يدعو المرهَفَ العضْبَ عزمهُ وتدعُو ظباهُ كلَّ مُرهَفَة ِ الخَصْرِ,تشبيه,تشبيه
435,12,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,تاللهِ لو كانتِ الأنواءُتشبهُهُ ما مَرَّ بُؤسٌ على الدّنْيا ولا قَنَطُ,تشبيه,تشبيه
436,11,ابن هانئ الأندلسيّ,قصيدة رقم (43)، البسيط، طُ.,كأنّما هي أنفاسُ المعزِّ سرتْ لا شُبْهَة ٌ للنّدى فِيهَا ولا غَلَطُ,تشبيه,تشبيه
437,67,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,كبدر الدّجى كالشّمسِكالفجر كالضّحى كصرف القضا كاللّيث كالغيث كالبحرِ,تشبيه,تشبيه
438,68,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,لَعمري لقد أُيّدتَ يومَ الوغى بهِكما أُيِّدتْ كفّاكَ بالأنمُل العشرِ,تشبيه,تشبيه
439,13,ابن هانئ الأندلسيّ,قصيدة رقم (62)، الطّويل، لِ.,و قد شاقني إيماضُ برقٍ بذي الغضىكما حُرِّكتْ في الشّمسِ بيضُ المناصِلِ,تشبيه,تشبيه
440,16,ابن هانئ الأندلسيّ,قصيدة رقم (62)، الطّويل، لِ.,فهل هذه الأيّامُ إلّاكما خَلا وهل نحنُ إلّاكالقُرُونِ الأوائلِ,تشبيه,تشبيه
441,7,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,يا هل ترى ظعنًاكما رحلت غدائرُ المكرمةِ السّحقِ,تشبيه,تشبيه
442,18,ابن هانئ الأندلسيّ,قصيدة رقم (62)، الطّويل، لِ.,فما عاجِلٌ تَرْجوهُ إلّاكآجِلٍ و لا آجلٌ نخشاهُ إلّا كعاجلِ,تشبيه,تشبيه
443,5,ابن اللبانة الداني,قصيدة رقم 63، قُ,وآنستني من وحشةٍفكأنما مددت عليَّ الظل والشمسُ تحرق,تشبيه,تشبيه
444,2,ابن اللبانة الداني,قصيدة رقم 63، قُ,كتابٌكما يُتلى الكتابُ وراءه حديثٌكما يروى الحديثُ المصدّقُ,تشبيه,تشبيه
445,3,ابن اللبانة الداني,قصيدة رقم 63، قُ,أضاء الهوى في صَفح ما قد خططتَهكما ضاءَ في وجهِ الحقيقةِ رونقُ,تشبيه,تشبيه
446,11,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,مشى في موشّى عبقريّكأنه طراز الصِّبا منه بخدّ منعّم,تشبيه,تشبيه
447,16,ابن اللبانة الداني,قصيدة رقم 73، بسيط، ما,وروضة الحسن من أزهارها عريت حزنًا عليك لأنأشبهتها شيما,تشبيه,تشبيه
448,25,ابن هانئ الأندلسيّ,قصيدة رقم (62)، الطّويل، لِ.,تسلَّ به عمّنْ سواهُومثلهُ يُريك أباهُ في صدورِ المحافلِ,تشبيه,تشبيه
449,29,ابن هانئ الأندلسيّ,قصيدة رقم (62)، الطّويل، لِ.,وهم يتّقونَ الذَّمَّ حتّىكأنّهُ ذُعافُ الأفاعي في شِفارِ المناصلِ,تشبيه,تشبيه
450,28,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأن الذي في نوره من تلألؤٍ شقيق الذي في ناره تضرم,تشبيه,تشبيه
451,29,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ تواقيع الرضا بعد سخطه مواقع مزنٍ في عواقب صيلم,تشبيه,تشبيه
452,26,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ تخاطيط الحياة بخدّه حواشي رداء مذهب النسج معلم,تشبيه,تشبيه
453,27,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأن سنا مرآه في جود كفّه سنا الشمس (...) في حِبا الغيث ينهمي,تشبيه,تشبيه
454,31,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأن لدى هيباته وهباته جنى جنةٍ محفوفةٍ بجهنم,تشبيه,تشبيه
455,32,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ ثبوت الراسيات ثبوته إذا خفّ من خوف الردى كل محجم,تشبيه,تشبيه
456,30,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ مذاقيه ليانا وشدة حلاوة شهد في مرارة علقم,تشبيه,تشبيه
457,33,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ أديم الأرض راحة كفّه وفي بسطها قبض على كل مجرم,تشبيه,تشبيه
458,25,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,كأنّ سجاياه ربيع مفوّف تفتح عن زهرِ نضير منعم,تشبيه,تشبيه
459,16,ابن هانئ الأندلسيّ,قصيدة رقم (52)، البسيط، قُ.,و الشّذقميّةُ جعدًا في مباركهاكأنّها في الغزيرِ المكلىءِ الغسقُ,تشبيه,تشبيه
460,21,ابن هانئ الأندلسيّ,قصيدة رقم (52)، البسيط، قُ.,كأنّ أعْداهُ أسْرَى حَبائِلِهِ فما يحصّنهمْ شعبٌ ولا نفقُ,تشبيه,تشبيه
461,50,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,نزلوا بأرضٍ لم يمسُّوا تربها حتّىكأنَّ وقوعهم تحليلُ,تشبيه,تشبيه
462,60,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,يَجِدونَها بينَ الجوانحِ والحَشافكأنّما هي زفرَةٌ وغَلِيلُ,تشبيه,تشبيه
463,62,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,وكأنّما شمسُ الظّهيرَةِ فوقَهُمْ يرّتَدُّ عنها الطَّرفُ وهو كليلُ,تشبيه,تشبيه
464,61,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,وكأنّها الدّهْرُ المُنيخُ عليهِم لا يستطاعُ لصرفهِ تحويلُ,تشبيه,تشبيه
465,64,ابن هانئ الأندلسيّ,قصيدة رقم (60)، الكامل، لُ.,دعهُ يجمِّعُ ألفَ ألفِكتيبةٍ فهو النَّكُولُ وجَمْعُهُ المفلُولُ,تشبيه,تشبيه
466,37,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,تحسب فيها طرفَيْ رمحِهِ قوسَ هلال كرَّ في محقِ,تشبيه,تشبيه
467,2,ابن هانئ الأندلسيّ,قصيدة رقم (39)، الطّويل، سُ.,كما قابلت عينٌ من اليمِّ لجَّةً وقد نحرتها من مطالعها الشّمسُ,تشبيه,تشبيه
468,36,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,كأنَّ بين السَّردِ من تختها غِفارةً من لبطةٍ لفقِ,تشبيه,تشبيه
469,31,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,كأنّما في كفِّهِ للورى مفاتحُ الآجالِ والرّزقِ,تشبيه,تشبيه
470,43,ابن هانئ الأندلسيّ,قصيدة رقم (23)، الكامل، دِ.,فكأنّكَ المقدارُ يعرفُهُ الورى من غيرِ تكييفٍ ولا تحديدِ,تشبيه,تشبيه
471,103,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,غِطَمٍّ خضمِّ المَوجِ أورَقَ جَحفَلٌ لهامٍكمِرْداةِ الصّفيحِ ململمِ,تشبيه,تشبيه
472,25,ابن هانئ الأندلسيّ,قصيدة رقم (23)، الكامل، دِ.,حسبي مدى الآمال يحيى إنّهُ أمْنُ المروَّعِِ عصْمة ُ المنجودِ,تشبيه,تشبيه
473,45,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,مجتمعُ الرّأيِ إذا ما مضىكأنّهُ صاعقةُ المحقِ,تشبيه,تشبيه
474,42,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,كأنَّما في الدّرع ذو لبدةٍ اخرقُ من ماسذةٍ خرقِ,تشبيه,تشبيه
475,3,ابن اللبانة الداني,قصيدة رقم 86، كامل، ن,ولقد يلوحُكما تكشّفَ مِعْصمٌ فترى الوشاةَكما استدار بدين,تشبيه,تشبيه
476,27,ابن هانئ الأندلسيّ,قصيدة رقم (5)، البسيط، بِ.,و تخضبُ الحَلَقَ الماذيَّ من علقٍكأنما صاغها داودُ من ذهبِ,تشبيه,تشبيه
477,140,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,سيوفٌ كأغمادِ السّيوفِ ودولةٌ تثنَّى دلالًاكالقضيبِ المنعَّمِ,تشبيه,تشبيه
478,39,ابن اللبانة الداني,قصيدة رقم 83، طويل، مِ,لك المنشآت الجارياتكأنها ضواري شواهين على الماء حوم,تشبيه,تشبيه
479,3,ابن اللبانة الداني,قصيدة رقم 22، طويل، دِ,كأن رياض الحزن بُسطٌ تدبّجت بأنواع ألوانٍ حسانٍ فرائد,تشبيه,تشبيه
480,25,ابن هانئ الأندلسيّ,قصيدة رقم (5)، البسيط، بِ.,فإنْ أتَيْتَهُمُ عن فَترَة ٍ فهُمُكما عهدتهمُ في سالفِ الحقبِ,تشبيه,تشبيه
481,2,ابن اللبانة الداني,قصيدة رقم 22، طويل، دِ,وتحسب في أطراف طرفائها الندى بقية كحل في رؤوس المزاود,تشبيه,تشبيه
482,111,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,كما سار في الأنصار جَدُّكَ من منًى وقادَ الحواريَّين عيسى ابنُ مريمِ,تشبيه,تشبيه
483,104,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,كأنّ عليه اليَمَّ باليَمِّ تلتقي غَوارِبهُ واللّيْل باللّيلِ يَرتَمي,تشبيه,تشبيه
484,14,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,يا دارُأشبهت المها فيك المها والسّربُ إلّا أنَّهنَّ مطافلُ,تشبيه,تشبيه
485,1,ابن اللبانة الداني,قصيدة رقم 12، وافر، ات,كأن علاك أفلاك وفلك بأرزاق البرية جاريات,تشبيه,تشبيه
486,2,ابن اللبانة الداني,قصيدة رقم 12، وافر، ات,كأن هباتها من غير وعد نتائج مالهن مقدمات,تشبيه,تشبيه
487,118,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,وقد غَضِبَتْ للدّينِ باسطَ كَفّهِ إليهِنّ في الآفاقِكالمُتَظَلِّمِ,تشبيه,تشبيه
488,77,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,ولقد تكونُ لكَ الأسِنّة ُ مَضْجَعًا حتّىكأنَّكَ عن حِمامكَ غافلُ,تشبيه,تشبيه
489,78,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,تَغْدو على مُهَجِ اللّيوثِ مُجاهِرًا حتّىكأنَّكَ من بدارِ خاتلُ,تشبيه,تشبيه
490,54,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,فكأنّما عتمت لهنَّ مرافقٌوكأنّما زفرت لهنَّ مراكلُ,تشبيه,تشبيه
491,56,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,اللّاحقاتُ وراءَها وأمامَهافكأنّهنّ جنائبٌ وشمائلُ,تشبيه,تشبيه
492,162,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,وليسكما أبقت صنيعةُ أضخمٍ وليسكما شادت قبائلُ جرهمِ,تشبيه,تشبيه
493,168,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,كأنّكم لا تحسبون أكفَّكم تفيضُ على العافي إذا لم يحكَّمِ,تشبيه,تشبيه
494,160,ابن هانئ الأندلسيّ,قصيدة رقم (70)، الطّويل، مِ.,وكنتم إذا ما لم تثلَّم شفارُكم علمنا بأنَّ الهامَ غيرُمثلَّمِ,تشبيه,تشبيه
495,14,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,وكأن أعلامَ الأمير مُبشِّرٍ نُشرت على قلبي فأصبحَ يَخفِقُ,تشبيه,تشبيه
496,17,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,فكأنّ صوبَ حيًا وصعقةَ بارقٍ ما ضمَّ منه نديُّهُ والمأزِقُ,تشبيه,تشبيه
497,45,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,وكأنّهُنّ على العيونِ غياهبٌ وكأنّهُنّ على النّفوسِ حبائلُ,تشبيه,تشبيه
498,19,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,بأسٌكما جمد الحديدُ وراءه كرمٌ يسيلُكما يسيلُ الزئبق,تشبيه,تشبيه
499,13,ابن اللبانة الداني,قصيدة رقم 15، بسيط، اتُ,حسبتُها من قَناهُ أو أعنتهِ إذا بها لِثقافِ المجدِ آلات,تشبيه,تشبيه
500,26,ابن اللبانة الداني,قصيدة رقم 15، بسيط، اتُ,كأنَّ واديها سلكٌ بلبَّتها وغايةُ الحسنِ أسلاكٌ ولبات,تشبيه,تشبيه
501,24,ابن اللبانة الداني,قصيدة رقم 15، بسيط، اتُ,أرضكأن على أقطارها سُرُجا قد أوقدتهُنَّ في الأذهان أنْبات,تشبيه,تشبيه
502,90,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,تلتفُّ خُرصانُ العوالي فوقهُفكأنَّما الآفاقُ منهُ خمائلُ,تشبيه,تشبيه
503,14,ابن هانئ الأندلسيّ,قصيدة رقم (74)، الطّويل، مْ.,أضمُّ عليها أضلعيوكأنَّها منَ الذّعرِ تشوى أو تطرقها لمَمْ,تشبيه,تشبيه
504,5,ابن هانئ الأندلسيّ,قصيدة رقم (11)، الطّويل، ثُ.,أيحسَبُ ساري اللّيلة ِ البدرَ واحدًا و في كللِ الأظعانِ ثانٍ وثالثُ,تشبيه,تشبيه
505,19,ابن هانئ الأندلسيّ,قصيدة رقم (74)، الطّويل، مْ.,أنازعها باللّحظ سرًّاكأنّما تعلَّم منها اللّحظُ ما نسي القَلَمْ,تشبيه,تشبيه
506,84,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,تمضي ويتبعكَ الغمامُ بوبلهِفكأنّهُ مذ جئت أنت مساجلُ,تشبيه,تشبيه
507,88,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,فكأنَّما الهضباتُ منهُ أجارعٌ وكأنَّما البكراتُ منهُ أصائلُ,تشبيه,تشبيه
508,89,ابن هانئ الأندلسيّ,قصيدة رقم (65)، الكامل، لُ.,وكأنَّما هوَ من سماءٍ خارجٌ وكأنَّما هوَ في سماءٍ داخلُ,تشبيه,تشبيه
509,1,ابن هانئ الأندلسيّ,قصيدة رقم (74)، الطّويل، مْ.,نظرتُكما حلَّت عقابٌ على أُرَمْ وإنّي لفردٌ مثل ما انفرد الزّلمْ,تشبيه,تشبيه
510,33,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,أطاع لها أنّ الملائك خلفهاكما وقفت خلف الصّفوف ردودُ,تشبيه,تشبيه
511,31,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,قبابكما تزجى القبابُ على المها ولكنَّ من ضمَّت عليه أُسودُ,تشبيه,تشبيه
512,10,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,وصار ما كان من مُلْك ومن مَلِككما حكى عن خَيال الطَّيْف وَسْنان,تشبيه,تشبيه
513,37,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,مواخرُ في طامي العبابِكأنَّها لعزمك بأسٌ أو لكفك جودُ,تشبيه,تشبيه
514,28,ابن هانئ الأندلسيّ,قصيدة رقم (76)، المتقارب، مْ.,و بيضةِ خدرٍ تجرُّ الذّيولَكما أتلَعَ الخِشْفُ لمّا بَغَمْ,تشبيه,تشبيه
515,10,ابن هانئ الأندلسيّ,قصيدة رقم (30)، البسيط، رَ.,شعرًا أحَطتُمْ بهِ عِلمًاكأنّكُمُ فاوضتم العيسَ في فحواه والحمرا,تشبيه,تشبيه
516,18,ابن هانئ الأندلسيّ,قصيدة رقم (30)، البسيط، رَ.,ولو حرصتم على إحياءِ مهجتهِكما حرَصْتُم على ديوانِهِ نُشِرا,تشبيه,تشبيه
517,15,ابن هانئ الأندلسيّ,قصيدة رقم (30)، البسيط، رَ.,ضجرتُم وأتانا من ملامكمُ ومن معاريضكم مايُشبهُ الضّجرا,تشبيه,تشبيه
518,64,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,وعَجاجَةٌ شُقَّتْ سيوفُ الهِندِ من أكمامِهافكأنّمَا هي خَيْعَلُ,تشبيه,تشبيه
519,65,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,تسعى على وجْهِ الصّباحِكأنّما في كلّ شارِقَةٍ كثيبٌ أهيلُ,تشبيه,تشبيه
520,55,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,كما اشتملتْ فوقَ الأرائكِ خردٌ أو التفعت فوق المنابر صيدُ,تشبيه,تشبيه
521,53,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,تكبَّرنَ عن نقعٍ يثاركأنَّها موالٍ وجردُ الصّافنات عبيدُ,تشبيه,تشبيه
522,44,ابن هانئ الأندلسيّ,قصيدة رقم (76)، المتقارب، مْ.,و أنتَ تجودُبمثلِ البكارِ منَ التّبرِ في مثلها منْ أدَمْ,تشبيه,تشبيه
523,30,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,وحاملين سيوف الهند مُرْهفةًكأنها في ظلام النَّقْعِ نيران,تشبيه,تشبيه
524,29,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,يا راكبين عِتَاق الخيل ضامرةًكأنها في مَجال السَّبْق عِقبان,تشبيه,تشبيه
525,50,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,أمّا العيانُ فلا عيانُ يَحُدُّهُ لكنْ رُواؤكَ في الضّميرِمُمَثَّلُ,تشبيه,تشبيه
526,37,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,ولحالَتْ دونَهُ رَجْراجةٌكعُبابِ البحرِ يَرْمي بالزّبَدْ,تشبيه,تشبيه
527,33,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,واستْحالَ الزَّأرُ ارنانًاكما رَجعَ الباكي على الأيكِ الغردْ,تشبيه,تشبيه
528,46,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,لها شُعَلٌ فوقَ الغماركأنّها دماءٌ تلقَّتها ملاحفُ سودُ,تشبيه,تشبيه
529,47,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,تعانق موج البحر حتّىكأنَّهُ سليطٌ لها فيهِ الذّبال عتيدُ,تشبيه,تشبيه
530,43,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,إذا زفرت غيظًا ترامت بمارجٍكما شبَّ من نار الجحيمِ وقودُ,تشبيه,تشبيه
531,21,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,تبكي الحنيفيّةُ البيضاءُ من أسفٍكما بكى لِفراق الإلف هَيْمان,تشبيه,تشبيه
532,56,ابن هانئ الأندلسيّ,قصيدة رقم (76)، المتقارب، مْ.,قصُرنَ عليكمْكأنّ الشّآ مَ و أرضَ العراقِ عليها حرَمْ,تشبيه,تشبيه
533,48,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,ترى الماءَ فيها وهو قانٍ عبابهُكما باشرت ردع الخلوق جلودُ,تشبيه,تشبيه
534,12,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,كأنّما الصَّعبُ لم يَسْهُل له سَبَب يومًا ولا مَلَك الدنيا سُلَيمانُ,تشبيه,تشبيه
535,45,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,فكأنّما يسقيهِ مجَّةَ ريقهِ صلٌّ ويأكلُ من حشاه فُرعُلُ,تشبيه,تشبيه
536,24,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,تلقى العفاةُ يمينهوكأنها قلبٌ إلى لقيا الأحبةِ شيِّق,تشبيه,تشبيه
537,40,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,يا رُبَّ أمٍّ وطفلٍ حِيل بينهماكما تفرّقُ أَرواح وأَبْدان,تشبيه,تشبيه
538,41,أبو بقاء الرندي,قصيدة رقم 11، بسيط، انُ,وطَفلةٍ ما رأتها الشمس إِذْ بَرزتكأنما هي ياقوتٌ ومَرْجانُ,تشبيه,تشبيه
539,31,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,خاضت غدير الماء سابحةً بهفكأنما هي في سرابٍ أينُقُ,تشبيه,تشبيه
540,30,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,وبنو الحروب على الجواريّ التي تجريكما تجري الجيادُ السُّبق,تشبيه,تشبيه
541,32,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,ملأ الكماةُ ظهورَها وبطونها فأتتْكما يأتي السحابُ المُغدِقُ,تشبيه,تشبيه
542,35,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,وكأنها أفلامُ كاتبِ دولةٍ في عرْضِ قرطاسِ تُخطُّ وتمشق,تشبيه,تشبيه
543,34,ابن اللبانة الداني,قصيدة رقم 62، كامل، قُ,هزّت مجاذيفًا إليككأنها أهدابُ عينٍ للرقيبُ تُحدّق,تشبيه,تشبيه
