tashbeeh_word,poem,poem_without_tashbeeh
وكأنما,وكأنما قد كان فَرَّغَ قلبَهُ لِتَعَلُّم الهِجرانِ حتى أحكما, قد كان فَرَّغَ قلبَهُ لِتَعَلُّم الهِجرانِ حتى أحكما
وكأنما,وكأنما هو عند ذلك عاشقٌ صبٌّ أحبَّ وصالَهُ معشوقُهُ, هو عند ذلك عاشقٌ صبٌّ أحبَّ وصالَهُ معشوقُهُ
وكأنما,غُدُر الحديد عليهم وكأنما بأكفهم للمرهفات جداول,غُدُر الحديد عليهم  بأكفهم للمرهفات جداول
وكأنما,فكأنما الاصباح تحتك أشقرُ وكأنما الاظلام تحتك أدهمُ,فكأنما الاصباح تحتك أشقرُ  الاظلام تحتك أدهمُ
وكأنما,وكأنما بحشاه ما بحشاي من قلق ووجدِ, بحشاه ما بحشاي من قلق ووجدِ
وكأنما,وكأنما تلك الأراكة منبرٌ وكأنه فيها خطيبٌ مُصقَّعُ, تلك الأراكة منبرٌ وكأنه فيها خطيبٌ مُصقَّعُ
وكأنما,وكأنما انفاسُهُ من شعره وكأنما قِرْطاسُهُ من خده, انفاسُهُ من شعره  قِرْطاسُهُ من خده
وكأنما,وتصبح، عن غب السرى، وكأنما ترى الذئب، منها، بين دفٍّ ومرفقِ,وتصبح، عن غب السرى،  ترى الذئب، منها، بين دفٍّ ومرفقِ
وكأنما,وكأنما هي في السماحة طيّئُ وكأنما هو في السماحة وابل, هي في السماحة طيّئُ  هو في السماحة وابل
وكأنما,وكأنما كُسيتْ عقيقتُه وَشْيا تأنَّق فيه صانعُه, كُسيتْ عقيقتُه وَشْيا تأنَّق فيه صانعُه
وكأنَما,تذَر الفتى وكأنَما بلِسانه منها خَرَسْ,تذَر الفتى  بلِسانه منها خَرَسْ
وكأنّما,وكأنّما لَبِسَتْ شَبيبَتَهُ وقَدْ غادى النّدى متهَدِّلًا ريعانُها, لَبِسَتْ شَبيبَتَهُ وقَدْ غادى النّدى متهَدِّلًا ريعانُها
وكأنّما,وكأنّما أجفانُهُ تَشكُو إليكَ السّقم شَكوَا, أجفانُهُ تَشكُو إليكَ السّقم شَكوَا
وكأنّما,وغَدتْ محاراتُ الحجيجِ إلى مِنًى وكأنّما ينظمن دُرَّ محَارِ,وغَدتْ محاراتُ الحجيجِ إلى مِنًى  ينظمن دُرَّ محَارِ
وكأنّما,وكأنّما هو مِدَوسٌ مُتَقَلِّبٌ في الكَفّ، إلّا أنّهُ هوَ أضلعُ, هو مِدَوسٌ مُتَقَلِّبٌ في الكَفّ، إلّا أنّهُ هوَ أضلعُ
وكأنّما,وكأنّما طبعوا لهُ من لحظهِ سَيفًا رَقيقَ الشّفرتينِ مُشَطَّبا سَيفًا رَقيقَ الشّفرتينِ مُشَطّبا, طبعوا لهُ من لحظهِ سَيفًا رَقيقَ الشّفرتينِ مُشَطَّبا سَيفًا رَقيقَ الشّفرتينِ مُشَطّبا
وكأنّما,وكأنّما شمسُ الظّهيرَةِ فوقَهُمْ يرّتَدُّ عنها الطَّرفُ وهو كليلُ, شمسُ الظّهيرَةِ فوقَهُمْ يرّتَدُّ عنها الطَّرفُ وهو كليلُ
وكأنّما,وكأنّما يَهتَزُّ، بينَ ثيابِهِ، نَصلٌ يَلوحُ بصَفحَتَيهِ أثرُه, يَهتَزُّ، بينَ ثيابِهِ، نَصلٌ يَلوحُ بصَفحَتَيهِ أثرُه
وكأنّما,وكأنّما الأخرى تَيقُّظ نائمٍ وكأنّما الأولى منامٌ يُحْلَمُ, الأخرى تَيقُّظ نائمٍ  الأولى منامٌ يُحْلَمُ
وكأنّما,وكأنّما أيدي الرّبيعِ، ضُحَيّةً، نشَرَتْ ثِيابَ الوَشيِ فوقَ رُباكِ, أيدي الرّبيعِ، ضُحَيّةً، نشَرَتْ ثِيابَ الوَشيِ فوقَ رُباكِ
وكأنّما,وكأنّما الأسحارُ منهُ عَنْبَرٌ وكأنّما الآصالُ منهُ شَمُولُ, الأسحارُ منهُ عَنْبَرٌ  الآصالُ منهُ شَمُولُ
وكأنّمَا,وكأنّمَا نَقْشُ الرَّغِيـ ـفِ نُجُومُ لَيْلٍ طَالِعَاتِ, نَقْشُ الرَّغِيـ ـفِ نُجُومُ لَيْلٍ طَالِعَاتِ
وكأنَّما,وكأنَّما رفَعَت يَديْ نَوَّاحَةٍ شَمْطاءَ قامتْ غيَر ذاتِ خِمارِ, رفَعَت يَديْ نَوَّاحَةٍ شَمْطاءَ قامتْ غيَر ذاتِ خِمارِ
وكأنَّما,وكأنَّما أَقِصُ الإكامَ عَشِيَّةً بِقَريبِ بَيْنَ المَنْسِمَيْنِ مُصَلَّمِ, أَقِصُ الإكامَ عَشِيَّةً بِقَريبِ بَيْنَ المَنْسِمَيْنِ مُصَلَّمِ
وكأنَّما,وكأنَّما نافَسْتَ قَدْرَكَ حَظَّهُ وحَسَدْتَ نَفْسَكَ حِينَ أَنْ لَم تُحْسَدِ, نافَسْتَ قَدْرَكَ حَظَّهُ وحَسَدْتَ نَفْسَكَ حِينَ أَنْ لَم تُحْسَدِ
وكأنَّما,وكأنَّما بك يا ابن بنتِ محمدٍ قتلُوا جهارًا عامدينَ رسولا, بك يا ابن بنتِ محمدٍ قتلُوا جهارًا عامدينَ رسولا
وكأنَّما,وكأنَّما سُودُ النِّمَالِ وحُمْرُها دَبَّتْ بأَيْدٍ في قَرَاهُ وأَرْجُلِ, سُودُ النِّمَالِ وحُمْرُها دَبَّتْ بأَيْدٍ في قَرَاهُ وأَرْجُلِ
وكأنَّما,فانْظُرْ إلَيْهِ كأنَّهُ، وكأنَّما كِيزانُهُ، والماءُ مِنْها ساكبُ,فانْظُرْ إلَيْهِ كأنَّهُ،  كِيزانُهُ، والماءُ مِنْها ساكبُ
وكأنَّما,فَكَأَنَّما هِيَ في السَّماعِ جَنَادِلٌ وكأنَّما هيَ في العُيُونِ كَوَاكِبُ,فَكَأَنَّما هِيَ في السَّماعِ جَنَادِلٌ  هيَ في العُيُونِ كَوَاكِبُ
وكأنَّما,فكأنَّها كُحِلَتْ بعَينٍ عَينُها وكأنَّما أوراقُها أوراقُ,فكأنَّها كُحِلَتْ بعَينٍ عَينُها  أوراقُها أوراقُ
وكأنَّما,وكأنَّما غَزت القلوبُ جفونَها ثمَّ انثنَتْ مكلومَة لم تَظفَرِ, غَزت القلوبُ جفونَها ثمَّ انثنَتْ مكلومَة لم تَظفَرِ
وكأنَّما,وكأنَّما بِمخَطِّ مَنْسِمِهِ مِنْ خَلْفِهِ مِنْ خُفِّهِ نَعْلُ, بِمخَطِّ مَنْسِمِهِ مِنْ خَلْفِهِ مِنْ خُفِّهِ نَعْلُ
وكأنَّمَا,وكأنَّمَا جَرُّ الرَّوامِسِ ذَيلَهَا في صَحنِهَا المعْفُوِّ ذَيلُ عَرُوسِ, جَرُّ الرَّوامِسِ ذَيلَهَا في صَحنِهَا المعْفُوِّ ذَيلُ عَرُوسِ
وكأنَّمَا,وكأنَّمَا عِيسَى ابْنُ مَرْيَمَ ذِكْرُهُ وكأنَّ عازَرَ شَخْصُهُ المَقْبُورُ, عِيسَى ابْنُ مَرْيَمَ ذِكْرُهُ وكأنَّ عازَرَ شَخْصُهُ المَقْبُورُ
وكأَنما,وباتت تُنادي غالبًا وكأَنما يَشُقُّون زِقًّا مَسَّهُ القارُ أَشْعَرَا,وباتت تُنادي غالبًا  يَشُقُّون زِقًّا مَسَّهُ القارُ أَشْعَرَا
وكأَنما,وكأَنما بصق الجراد بلِيتِهَا فالوجه لا حَسنًا ولا منضورا, بصق الجراد بلِيتِهَا فالوجه لا حَسنًا ولا منضورا
وكأَنَّما,وكأَنَّما تَرِدُ السِّباعُ بِشِلْوِه، إذْ غابَ جَمْعُ بَني ضُبَيْعَةَ، مَنْهلا, تَرِدُ السِّباعُ بِشِلْوِه، إذْ غابَ جَمْعُ بَني ضُبَيْعَةَ، مَنْهلا
وكأَنّما,وكأَنّما طارَتْ به رِيحُ الصَّبَا من بعد ما انْغَمَسَتْ به في العَنبَرِ, طارَتْ به رِيحُ الصَّبَا من بعد ما انْغَمَسَتْ به في العَنبَرِ
وكأَنّما,وكأَنّما هي حين تُبْرِزها للشاربين عُصارةُ الوَرْسِ, هي حين تُبْرِزها للشاربين عُصارةُ الوَرْسِ
وكأَنَّما,وكأَنَّما جَرُّ الرَّوَامِسِ ذَيْلَهَا في صَحْنِها المعْفُوُّ ذَيْلُ عَرُوسِ, جَرُّ الرَّوَامِسِ ذَيْلَهَا في صَحْنِها المعْفُوُّ ذَيْلُ عَرُوسِ
وكأَنَّما,وكأَنَّما هذا الزمانُ قصيدةٌ ما اضْطَرَّ شَاعِرُها إلى إيطائِها, هذا الزمانُ قصيدةٌ ما اضْطَرَّ شَاعِرُها إلى إيطائِها
وكأَنَّما,أَوَما ترى الإبريقَ في أَبوابهَا وكأَنَّما قَصَدَ الخليفةَ سائلُ,أَوَما ترى الإبريقَ في أَبوابهَا  قَصَدَ الخليفةَ سائلُ
وكأَنَّما,وكأَنَّما نَفَضَتْ علَيْهِ صِبْغَهَا صَهْبَاءُ للبَردَانِ أَو قُطْرُبُّل, نَفَضَتْ علَيْهِ صِبْغَهَا صَهْبَاءُ للبَردَانِ أَو قُطْرُبُّل
وكأَنَّما,وكأَنَّما كُسِيَتْ قَلَائِدُها وَحْشِيَّةً نَظَرَتْ إِلى الإِنْسِ, كُسِيَتْ قَلَائِدُها وَحْشِيَّةً نَظَرَتْ إِلى الإِنْسِ
وكأَنَّما,وصَنَائعٍ لك سَوْفَ تَتْرُكُها النَّوى وكأَنَّما هِيَ أَرْسُمٌ ورُبُوعُ,وصَنَائعٍ لك سَوْفَ تَتْرُكُها النَّوى  هِيَ أَرْسُمٌ ورُبُوعُ
وكأَنَّما,وكأَنَّما في العَينِ حَبَّ قَرَنفُلٍ أَو سُنبُلًا كُحِلَتْ به فانهَلَّتِ, في العَينِ حَبَّ قَرَنفُلٍ أَو سُنبُلًا كُحِلَتْ به فانهَلَّتِ
وكأَنَّما,وكأَنَّما ((الصَّفَّارُ)) كانَ ((بفارسٍ)) فِرْعَوْنَ ((مِصْرٍ)) إِذْ أضَلَّ وما هَدَى, ((الصَّفَّارُ)) كانَ ((بفارسٍ)) فِرْعَوْنَ ((مِصْرٍ)) إِذْ أضَلَّ وما هَدَى
وكأَنَّما,وكأَنَّما أَقدامُهم وأَكُفُّهمْ كرَبٌ تَسَاقَطَ من خَليجٍ مُفْعَمِ, أَقدامُهم وأَكُفُّهمْ كرَبٌ تَسَاقَطَ من خَليجٍ مُفْعَمِ
وكأَنَّمَا,ثُمَّ المَنِيَّةُ بَعْدَ ذلكَ كُلِّهِ وكأَنَّمَا يُعْنَى بِذَاكَ سِوَانَا,ثُمَّ المَنِيَّةُ بَعْدَ ذلكَ كُلِّهِ  يُعْنَى بِذَاكَ سِوَانَا
وكأَنَّمَا,هذَا سِنَانٌ زَاعِبِيُّ في الْوَغَى وكأَنَّمَا هذَا ذُبَابُ مُهَنِّدِ,هذَا سِنَانٌ زَاعِبِيُّ في الْوَغَى  هذَا ذُبَابُ مُهَنِّدِ
وكأّنَّما,وكأّنَّما تدعى عُريـ ـنَةُ في طوائفها وهاجِرْ, تدعى عُريـ ـنَةُ في طوائفها وهاجِرْ
وكما,وكما قيلَ هَبْ بأنّكَ أعْمَى كيفَ تَخفَى رَوائحُ البِطّيخِ, قيلَ هَبْ بأنّكَ أعْمَى كيفَ تَخفَى رَوائحُ البِطّيخِ
وكما,قد رشتني سهمًا فرشني طائرًا وكما نفدتُ فإنني أترنم,قد رشتني سهمًا فرشني طائرًا  نفدتُ فإنني أترنم
وكما,وغناءٌ يَستَعجِلُ الرّاحَ غَضٌّ، وكما ناحَ في الغُصونِ الحَمامُ,وغناءٌ يَستَعجِلُ الرّاحَ غَضٌّ،  ناحَ في الغُصونِ الحَمامُ
وكما,قد راحَ رَسولي وكما راحَ أتَى باللهِ مَتى نَقَضْتمُ العَهدَ مَتَى,قد راحَ رَسولي  راحَ أتَى باللهِ مَتى نَقَضْتمُ العَهدَ مَتَى
وكمَا,غَلَبَ اللّيالي خَلْفَ آلِ مُحَرِّقٍ وكمَا فَعَلْنَ بتُبَّعٍ وبِهِرْقَلِ,غَلَبَ اللّيالي خَلْفَ آلِ مُحَرِّقٍ  فَعَلْنَ بتُبَّعٍ وبِهِرْقَلِ
وكمَا,وكمَا قَد عَهِدْتَني أنَا للوُدّ حَافِظُ, قَد عَهِدْتَني أنَا للوُدّ حَافِظُ
وكَأنّمَا,وكَأنّمَا أنْوَارُهَا تَهْتَزُّ في الدُّرَجِ العَوَاصِفْ, أنْوَارُهَا تَهْتَزُّ في الدُّرَجِ العَوَاصِفْ
وكَأنّمَا,وكَأنّمَا غُدْرَانُهَا فِيهَا عُشُورٌ فِي المَصَاحِفْ, غُدْرَانُهَا فِيهَا عُشُورٌ فِي المَصَاحِفْ
وكَأنَّمَا,وسَرَوْا أَجِلَّتَهَا وسُرِّيَ صَفُّهَا وكَأنَّمَا يَجْرِي عَلَيْهَا الْمُذْهَبُ,وسَرَوْا أَجِلَّتَهَا وسُرِّيَ صَفُّهَا  يَجْرِي عَلَيْهَا الْمُذْهَبُ
وكَأَنَّما,وكَأَنَّما مَسَحوا بِوَجْهِ حِمارِهِمْ ذي الرَّقْمَتَيْنِ جَبينَ ذي العُقّالِ, مَسَحوا بِوَجْهِ حِمارِهِمْ ذي الرَّقْمَتَيْنِ جَبينَ ذي العُقّالِ
وكَأَنَّما,وكَأَنَّما كَمَرُ الغُواةِ عَلَى اسْتِها أَوْرادُ ما سَقَتِ النِّباجُ فَثَيْتَلُ, كَمَرُ الغُواةِ عَلَى اسْتِها أَوْرادُ ما سَقَتِ النِّباجُ فَثَيْتَلُ
وكَأَنَّما,وباتَتْ تُنادِي غالِبًا وكَأَنَّما يَشُقّونَ زِقًّا مَسَّهُ القارُ أَشْعَرا,وباتَتْ تُنادِي غالِبًا  يَشُقّونَ زِقًّا مَسَّهُ القارُ أَشْعَرا
وكَأَنّما,وكَأَنّما بَيْنَ الجَوانِحِ والحَشى ممّا تَأْوَّبني شِهابٌ مُدْخِلُ, بَيْنَ الجَوانِحِ والحَشى ممّا تَأْوَّبني شِهابٌ مُدْخِلُ
وكَأَنَّما,وكَأَنَّما يُذْرِي الهَبَا ءَ بِهِ مَرَاوِيحُ المَجَادِلْ, يُذْرِي الهَبَا ءَ بِهِ مَرَاوِيحُ المَجَادِلْ
وكَأَنَّما,وكَأَنَّما ذرَفتْ عَليْك بجُودِهِ دِيَمٌ ترنَّمَ تحْتها شُؤْبُوبُ, ذرَفتْ عَليْك بجُودِهِ دِيَمٌ ترنَّمَ تحْتها شُؤْبُوبُ
وكَأَنَّمَا,وكَأَنَّمَا بَسَطَ الشَّوَا طِبُ بَيْنَهَا حُصُرَ الرَّوَامِلْ, بَسَطَ الشَّوَا طِبُ بَيْنَهَا حُصُرَ الرَّوَامِلْ
وكَأَنَّمَا,وأَحْجُزُهَا عَنْ ضِغْنِهَا، وكَأَنَّمَا تُقَادِعُنِي كَفِّي مِنَ الفَرْطِ مِعْوَلَا,وأَحْجُزُهَا عَنْ ضِغْنِهَا،  تُقَادِعُنِي كَفِّي مِنَ الفَرْطِ مِعْوَلَا
وكَأَنَّمَا,وكَأَنَّمَا هُوَ مِدْوَسٌ مُتَقَلِّبٌ بِالكَفِّ إلَّا أَنَّهُ هُوَ أَضْلَعُ, هُوَ مِدْوَسٌ مُتَقَلِّبٌ بِالكَفِّ إلَّا أَنَّهُ هُوَ أَضْلَعُ
وكَما,وكَما قَد عَلِمتَ كلُّ سُرورٍ ليسَ يبقى، فوَاتِ قبلَ الفَوَاتِ, قَد عَلِمتَ كلُّ سُرورٍ ليسَ يبقى، فوَاتِ قبلَ الفَوَاتِ
وكَما,وكَما سامَكَ سُمْهُ وكَما دانَكَ دِنْهُ, سامَكَ سُمْهُ  دانَكَ دِنْهُ
وكَما,وأعِدْ بحُسنِ تَلَطّفٍ وكَما عَلِمْتَ جَوابِيَهْ,وأعِدْ بحُسنِ تَلَطّفٍ  عَلِمْتَ جَوابِيَهْ
وكَما,ألا وكَما شَيّعْتَ يَوْمًا جَنَازَةً، فأنْتَ كمَا شَيّعْتَهُمْ سَتُشَيَّعُ,ألا  شَيّعْتَ يَوْمًا جَنَازَةً، فأنْتَ كمَا شَيّعْتَهُمْ سَتُشَيَّعُ
وكَمَا,يا نَديمي وكَمَا تَهْـ ـوَى حَبيبٌ وحَميمُ,يا نَديمي  تَهْـ ـوَى حَبيبٌ وحَميمُ
وكَمَا,إنّما الدّنْيا كَفَيْءٍ تَوَلّى ، وكَمَا عايَنْتَ فيهِ الضَّبَابَا,إنّما الدّنْيا كَفَيْءٍ تَوَلّى ،  عايَنْتَ فيهِ الضَّبَابَا
وكَمَا,فَكَمَا أَنْتُمُ كُنَّا وكَمَا نَحْنُ تَكُونُونَ,فَكَمَا أَنْتُمُ كُنَّا  نَحْنُ تَكُونُونَ
ولَمثلُه,ولَمثلُه ركب المهيبة وحدَه وتحمل العظمى بغير مُواس, ركب المهيبة وحدَه وتحمل العظمى بغير مُواس
ولَمثْلُ,ولَمثْلُ وجْهكَ لاحَ أوَّلَ سَابِقٍ وغَدَا مُفَدًّى في الكرام مُمَسَّحَا, وجْهكَ لاحَ أوَّلَ سَابِقٍ وغَدَا مُفَدًّى في الكرام مُمَسَّحَا
ولَمِثْلُ,ولَمِثْلُ أسبابٍ عَلِقْتُ بها يَمنَعْنَ مَنْ قَلَقٍ ومِنْ أزْلِ, أسبابٍ عَلِقْتُ بها يَمنَعْنَ مَنْ قَلَقٍ ومِنْ أزْلِ
ولَمِثْلُهَا,فأردتُ أن أغشى إليها مَحْرَمًا ولَمِثْلُهَا يُغْشى إليها المَحْرَمُ,فأردتُ أن أغشى إليها مَحْرَمًا  يُغْشى إليها المَحْرَمُ
ولِمثلِه,وأَبِيتُ مُخْلِيَةً أُبَكِّي أَسْعَدًا ولِمثلِه تَبْكِي العُيونُ وتَهْمَعُ,وأَبِيتُ مُخْلِيَةً أُبَكِّي أَسْعَدًا  تَبْكِي العُيونُ وتَهْمَعُ
ولِمثْلِ,سُقِيَتْ بِوَجْهِكَ كُلُّ أرْضٍ جُبْتِها ولِمثْلِ وَجْهِكَ أُسْقِيَ الأمْطارا,سُقِيَتْ بِوَجْهِكَ كُلُّ أرْضٍ جُبْتِها  وَجْهِكَ أُسْقِيَ الأمْطارا
ولِمَثْلِها,فَهَمَمْتُ أنْ أغْشَى إليها مَحْجرًا ولِمَثْلِها يُؤْتَى إليهِ المَحْجَرُ,فَهَمَمْتُ أنْ أغْشَى إليها مَحْجرًا  يُؤْتَى إليهِ المَحْجَرُ
ولِمِثْلِ,ولِمِثْلِ وَصْلِكِ أنْ يكونَ مُمَنَّعا ولِمِثْلِ نَيْلكِ أنْ يكُونَ خَسِيسا, وَصْلِكِ أنْ يكونَ مُمَنَّعا  نَيْلكِ أنْ يكُونَ خَسِيسا
ولِمِثْلِها,آثَرْتَ نَفْسَكَ باللَّوِيَّةِ والَّتي كانَتْ لَها ولِمِثْلِها الأَذْخارُ,آثَرْتَ نَفْسَكَ باللَّوِيَّةِ والَّتي كانَتْ لَها  الأَذْخارُ
ولِمِثْلِها,آثَرْتَ نَفْسَكَ باللَّوِيَّةِ والتي كانَتْ لَها ولِمِثْلِها الأذْخارُ,آثَرْتَ نَفْسَكَ باللَّوِيَّةِ والتي كانَتْ لَها  الأذْخارُ
ومثل,عَدَانِي الشَّيْبُ عَنْهَا وَالعَوَادِيْ ومثل الشَّيْبِ عَنْها مَا عَدَانِي,عَدَانِي الشَّيْبُ عَنْهَا وَالعَوَادِيْ  الشَّيْبِ عَنْها مَا عَدَانِي
ومثل,يشيدُ بنًى ألفى أباه يشيدُها ومثل ابن موسى رام تلك المَراوما,يشيدُ بنًى ألفى أباه يشيدُها  ابن موسى رام تلك المَراوما
ومثل,ومثل سوّار رددناه إلى, سوّار رددناه إلى
ومثل,ومثل أبيه الخير أعقبَ مثله سقى اللهُ هاتيك العظام الرَّمائما, أبيه الخير أعقبَ مثله سقى اللهُ هاتيك العظام الرَّمائما
ومثل,ورائدٍ قال: ألفينا خلائقه كالشَّهد طعما، ومثل المسك مُستافا,ورائدٍ قال: ألفينا خلائقه كالشَّهد طعما،  المسك مُستافا
ومثل,ومثل امرىءٍ أفنى مطالك عمره كفاه لعمري مثل نائلك النزر, امرىءٍ أفنى مطالك عمره كفاه لعمري مثل نائلك النزر
ومثل,ومثل أيَّامٍ لنَا شتَّتَتْ مُلْكًا لكمْ أمرُكَ فيها صَغِيرْ, أيَّامٍ لنَا شتَّتَتْ مُلْكًا لكمْ أمرُكَ فيها صَغِيرْ
ومثلك,عاونْتَهم ولزمْتَ طاعةَ ربِّهم ففضلْتَ بالحسنى ومثلك يفضُل,عاونْتَهم ولزمْتَ طاعةَ ربِّهم ففضلْتَ بالحسنى  يفضُل
ومثلك,ومثلك يا أبا حسنٍ حقيقٌ بصَوْني عن فراقك واعتقالي, يا أبا حسنٍ حقيقٌ بصَوْني عن فراقك واعتقالي
ومثلك,ومثلك قد قصدت له فأمسى أَخا حلم وما هو بالحليم, قد قصدت له فأمسى أَخا حلم وما هو بالحليم
ومثلك,ومَتَّت إليك بذِمَّاتها ومثلك قدَّم إيجابها,ومَتَّت إليك بذِمَّاتها  قدَّم إيجابها
ومثلك,ومثلك لا يَستحسن البُرْدَ ملبسا إذا كان من إحدى نواحيه مُعلَما, لا يَستحسن البُرْدَ ملبسا إذا كان من إحدى نواحيه مُعلَما
ومثلك,ومثلك لا يحتجُّ والخَصْمُ ساغِبٌ ولكنَّهُ يحتجُّ والخَصم طاعم, لا يحتجُّ والخَصْمُ ساغِبٌ ولكنَّهُ يحتجُّ والخَصم طاعم
ومثلك,ومثلك يدعو المرهَفَ العضْبَ عزمهُ وتدعُو ظباهُ كلَّ مُرهَفَة ِ الخَصْرِ, يدعو المرهَفَ العضْبَ عزمهُ وتدعُو ظباهُ كلَّ مُرهَفَة ِ الخَصْرِ
ومثلكم,ومثلكم خُصَّ بأمثاله ومثلكم عن مثله ثَوَّبا, خُصَّ بأمثاله  عن مثله ثَوَّبا
ومثلما,ألم تر أن طول الدهر يسلي وينسي، ومثلما نسيت جذامُ؟,ألم تر أن طول الدهر يسلي وينسي،  نسيت جذامُ؟
ومثلنا,ولم نَبعْ قطُّ دُنيانا بآخرةٍ ومثلنا لا يبيع النقدَ بالدين,ولم نَبعْ قطُّ دُنيانا بآخرةٍ  لا يبيع النقدَ بالدين
ومثله,ولهذا ومثله غيرَ شكٍّ كان بين القوابل استهلالي,ولهذا  غيرَ شكٍّ كان بين القوابل استهلالي
ومثلهم,ففدى لهم أمي، هناك، ومثلهم فبمثلهم، في الوتر، يسعى الساعي,ففدى لهم أمي، هناك،  فبمثلهم، في الوتر، يسعى الساعي
ومثلهُ,تسلَّ به عمّنْ سواهُ ومثلهُ يُريك أباهُ في صدورِ المحافلِ,تسلَّ به عمّنْ سواهُ  يُريك أباهُ في صدورِ المحافلِ
ومثلي,جدث ابكي التي فيه ومثلي من بكاها,جدث ابكي التي فيه  من بكاها
ومثلي,أُراعُ فلا أُرْعَى ومثلي معاشرٌ تَنامُ فلا تَنْمي وَتَكْري فلا تَكْرِ,أُراعُ فلا أُرْعَى  معاشرٌ تَنامُ فلا تَنْمي وَتَكْري فلا تَكْرِ
ومثلي,إنني إنْ نفرتُ أمعنتُ في النَّفْـ ـر، ومثلي عمن تَناءَى تناءَى,إنني إنْ نفرتُ أمعنتُ في النَّفْـ ـر،  عمن تَناءَى تناءَى
ومثلي,تذكّرتُ قومي خاليًا فبكَيْتهمْ بشجْو، ومثلي بالبكاء جديرُ,تذكّرتُ قومي خاليًا فبكَيْتهمْ بشجْو،  بالبكاء جديرُ
ومثلي,ومثلي أولى من يموت صبابة ومثلك أولى من يحنّ ويسعف, أولى من يموت صبابة ومثلك أولى من يحنّ ويسعف
ومثلي,حَياءٌ وإِسلامٌ وبُقْيًا وأنّني كريمٌ ومثلي قد يضرُّ وينفعُ,حَياءٌ وإِسلامٌ وبُقْيًا وأنّني كريمٌ  قد يضرُّ وينفعُ
ومثلي,سأسْلم تفويضي إليك بأسره ومثلي إلى عَدلٍ كعدلكَ فوَّضا,سأسْلم تفويضي إليك بأسره  إلى عَدلٍ كعدلكَ فوَّضا
ومثلي,دببتُ وكنتُ غِرًّا بالدَّبيبِ ومثلي حين دبّ إلى الذئاب,دببتُ وكنتُ غِرًّا بالدَّبيبِ  حين دبّ إلى الذئاب
ومثلي,ضربتُ شِعري عن الكتَّاب قاطبةً صفحا إليه ومثلي نحوَه جَنحا,ضربتُ شِعري عن الكتَّاب قاطبةً صفحا إليه  نحوَه جَنحا
ومثلي,صَبَرْتُ لأَهل القادسيةِ مُعْلمًا ومثلي إذا لم يَصبرِ الناسُ يَصْبِرُ,صَبَرْتُ لأَهل القادسيةِ مُعْلمًا  إذا لم يَصبرِ الناسُ يَصْبِرُ
ومثليَ,ومثليَ محتاج إلى ذي سماحة كريم السجايا أريحي الضرائب, محتاج إلى ذي سماحة كريم السجايا أريحي الضرائب
ومثليَ,وهل يحسن التقصير أو يُعذَر الوَنَى ومثليَ مأمور ومثلُك آمر؟,وهل يحسن التقصير أو يُعذَر الوَنَى  مأمور ومثلُك آمر؟
ومثليَ,أُفَرَّقُ طَوْرا ثمّ أُجْمَعُ تارةً ومثليَ في حالاتِهِ السِّدْرُ والنّخْلُ,أُفَرَّقُ طَوْرا ثمّ أُجْمَعُ تارةً  في حالاتِهِ السِّدْرُ والنّخْلُ
ومثلَ,ولو كنتُ الفَنِيقَ ومثلَ رَضْوَى سَنامِي هَدَّتِ الأيَّامُ كِتْري,ولو كنتُ الفَنِيقَ  رَضْوَى سَنامِي هَدَّتِ الأيَّامُ كِتْري
ومثلَ,تَراني ومثلَ السيفِ يَرْمي بنفسِه على الهَولِ لا خوفٌ حَدانا ولا فَقْرُ,تَراني  السيفِ يَرْمي بنفسِه على الهَولِ لا خوفٌ حَدانا ولا فَقْرُ
ومثلَ,ومثلَ ابن غنمٍ إنْ ذُحولٌ تُذُكِّرَتْ وقَتْلى تَياسٍ عَنْ صَلاحٍ تُعَرِّبُ, ابن غنمٍ إنْ ذُحولٌ تُذُكِّرَتْ وقَتْلى تَياسٍ عَنْ صَلاحٍ تُعَرِّبُ
ومثلَها,أمُلبسيَ النُّعمى قديمًا ومثلَها حديثًا، وأحداثُ الزمان عظام,أمُلبسيَ النُّعمى قديمًا  حديثًا، وأحداثُ الزمان عظام
ومثلُ,ومثلُ ما بي به، ولا عَجَبٌ هوًى بقلبي وقلبِه امتزجا, ما بي به، ولا عَجَبٌ هوًى بقلبي وقلبِه امتزجا
ومثلُ,ومثلُ وَرْقاءِ زُهَيْرٍ مَضَتْ ورْقاءُ تَعْلُو زَهَرا بَيْنَ لايكْ, وَرْقاءِ زُهَيْرٍ مَضَتْ ورْقاءُ تَعْلُو زَهَرا بَيْنَ لايكْ
ومثلُ,الوجدُ في العشَّاقِ مَوجُودُهُ ومثلُ وجدي بكَ مَفقودُهُ,الوجدُ في العشَّاقِ مَوجُودُهُ  وجدي بكَ مَفقودُهُ
ومثلُ,ومثلُ سَرَاةِ قومِك لم يُجَارَوْا إِلى رُبُعِ الرِّهَانِ ولا الثَّمِينِ, سَرَاةِ قومِك لم يُجَارَوْا إِلى رُبُعِ الرِّهَانِ ولا الثَّمِينِ
ومثلُ,ومثلُ بلالٍ سُوِّسَ الأَمرَ فاستوَتْ مَهابتُهُ الكُبرى وجَلّى عن الثَّغْرِ, بلالٍ سُوِّسَ الأَمرَ فاستوَتْ مَهابتُهُ الكُبرى وجَلّى عن الثَّغْرِ
